1010::postcode::SE11RB,51.501054584x-0.0956229787909
1010::postcode::E4G2J8,None
1010::postcode::TQ121PZ,None
1010::postcode::89140,None
1010::postcode::CV324QN,None
1010::postcode::L70 1AB,None
1010::postcode::BB52YQ,None
1010::postcode::RH101SX,51.1253499644x-0.166393764689
1010::postcode::62300,None
1010::postcode::RH101TT,51.1134906102x-0.177478606094
1010::postcode::RH101UZ,51.1170118439x-0.184155554348
1010::postcode::sa715ls,51.626126x-4.9007449
1010::postcode::E33QY,51.5210092935x-0.0169515185798
1010::postcode::CO2 9JY,51.8662057x0.8712358
1010::postcode::LS119RT,53.787864062x-1.56600395362
1010::postcode::SW1P 3GE,51.4955833x-0.126134
1010::postcode::BD184QZ,53.8291745093x-1.7969838682
1010::postcode::CR06DP,None
1010::postcode::2511VC,None
1010::postcode::YO304AG,53.9903136363x-1.10036477523
1010::postcode::2515bhdenhaag,None
1010::postcode::92290Châtenay-Malabry,None
1010::postcode::NR23 1AT,52.9583594x0.8504795
1010::postcode::HX35NW,None
1010::postcode::SW1P 3NB,51.4973117x-0.1273741
1010::postcode::SW1P 3NQ,None
1010::postcode::SE21 8LR,51.4453506x-0.0987621
1010::postcode::SY59NJ,52.7052937716x-2.89720582218
1010::postcode::NR2 4SZ,None
1010::postcode::NG10 4WT,52.9035787x-1.2909028
1010::postcode::BN252UH,50.7918592583x0.0863857551097
1010::postcode::CV325HZ,52.2895164138x-1.5434439323
1010::postcode::SE21 8SF,51.4355878x-0.0862474
1010::postcode::RM143BX,51.5571004647x0.254695113666
1010::postcode::WR90AA,None
1010::postcode::DT51BW,50.5520486879x-2.43770551319
1010::postcode::CV325JE,52.2875620797x-1.54957737166
1010::postcode::EX27JS,50.7194064312x-3.46608090978
1010::postcode::SA334SA,None
1010::postcode::WR90DG,None
1010::postcode::2512GP,None
1010::postcode::postbus381,None
1010::postcode::33800BORDEAUX,None
1010::postcode::T3A3S2,None
1010::postcode::WC2N6EF,51.5085522191x-0.123382232626
1010::postcode::CV325PZ,52.2934310409x-1.53749480915
1010::postcode::2601DCDELFT,None
1010::postcode::E34NP,None
1010::postcode::NN14 2PF,52.4427642x-0.8243097
1010::postcode::CB30DL,None
1010::postcode::E34RR,None
1010::postcode::95870,None
1010::postcode::RM143QH,51.5401500204x0.287603131637
1010::postcode::EC2,51.5200153x-0.0949192
1010::postcode::62450,None
1010::postcode::00500Helsinki,None
1010::postcode::cogalway,None
1010::postcode::SW182PP,51.4563000996x-0.190543990846
1010::postcode::DT2 8RY,50.747597x-2.3439798
1010::postcode::B677DW,52.4917724383x-1.97073585252
1010::postcode::DT2 8SL,50.7487221x-2.3436337
1010::postcode::se17aa,51.5021417634x-0.110577011916
1010::postcode::2512XA,None
1010::postcode::ng44rg,None
1010::postcode::3060-583,None
1010::postcode::CB30NG,52.2267692459x0.0953924320168
1010::postcode::35000RENNES,None
1010::postcode::B677JB,None
1010::postcode::SW1P 4NP,51.4917802x-0.133507
1010::postcode::Ta93EE,None
1010::postcode::31832Springe-Boitzum,None
1010::postcode::DT2 8ZR,50.7151909922x-2.44408243128
1010::postcode::BN31DE,None
1010::postcode::RH103BL,51.1222894323x-0.158198217588
1010::postcode::TN22 5RQ,50.9516601x0.1438507
1010::postcode::SW1P 4QP,51.4919827x-0.1259071
1010::postcode::L36 6GA,53.410362x-2.8409412
1010::postcode::06110LECANNET,None
1010::postcode::BN31FH,None
1010::postcode::ST174JL,52.7896160989x-2.10085030314
1010::postcode::60626-5112,None
1010::postcode::EH51JG,55.9777877871x-3.23557704395
1010::postcode::PR97RQ,53.6414666984x-2.96865943041
1010::postcode::2350-536TorresNovas,None
1010::postcode::co43sq,None
1010::postcode::CV326ES,52.2962928606x-1.54286108242
1010::postcode::B677QT,52.4950635662x-1.97425395048
1010::postcode::CR07QH,51.3864015449x-0.0466632957583
1010::postcode::OX30BP,None
1010::postcode::StoneMountain,None
1010::postcode::SA27AB,51.6188916063x-4.00433515153
1010::postcode::SA48 7HH,52.1156016x-4.0750241
1010::postcode::2513CE,None
1010::postcode::OX30DN,51.7649509533x-1.22945278384
1010::postcode::03688,None
1010::postcode::TQ123JG,50.5534189x-3.6022884
1010::postcode::EX28JE,50.711663116x-3.53728315791
1010::postcode::ol2 7hs,53.5816272x-2.1095122
1010::postcode::SG15QU,None
1010::postcode::BN31NA,None
1010::postcode::NR65SB,None
1010::postcode::TW140PZ,None
1010::postcode::HR48QT,None
1010::postcode::EN40BA,51.6486223996x-0.142292401997
1010::postcode::BN31RE,None
1010::postcode::BN31RF,50.8312813315x-0.156739267903
1010::postcode::EX28PF,50.6974307067x-3.52602784612
1010::postcode::GL102AD,51.7439539732x-2.28310756575
1010::postcode::3823VK,None
1010::postcode::EN40DR,51.6508192587x-0.148158314082
1010::postcode::TQ123RL,50.5516857868x-3.59426856705
1010::postcode::HX7 5SH,53.7107569x-1.9993717
1010::postcode::WV11RP,52.587141206x-2.1296379876
1010::postcode::pe1 5xa,None
1010::postcode::RG18 0TN,51.4813023x-1.2207765
1010::postcode::AB451BY,57.6627416399x-2.53311012275
1010::postcode::CM17 9LW,51.7622537x0.1416777
1010::postcode::E35QY,51.5332872091x-0.0385216421186
1010::postcode::4800DL,None
1010::postcode::GL102HA,51.7528008453x-2.27951233305
1010::postcode::DT2 9PJ,50.7939505x-2.5217282
1010::postcode::SW183NN,51.4441410937x-0.177123725332
1010::postcode::95979,None
1010::postcode::LA4 5AH,None
1010::postcode::CV2 4Wa,52.4164707x-1.4894831
1010::postcode::DT2 9RD,None
1010::postcode::CM17 9PZ,None
1010::postcode::NW5 1LB,51.552879x-0.1439459
1010::postcode::62571,None
1010::postcode::SW183QQ,51.4411277936x-0.18518656545
1010::postcode::DT2 9TD,50.6990664x-2.4975235
1010::postcode::YO306AB,53.9661216726x-1.09250183519
1010::postcode::WA12NH,53.3901394392x-2.59042355091
1010::postcode::GU27AR,51.2402935137x-0.615477843415
1010::postcode::SG16BX,51.9309928103x-0.164050100491
1010::postcode::YO306BP,53.9694219985x-1.09511320186
1010::postcode::BN254LX,50.7707666176x0.117940133811
1010::postcode::7554RK,None
1010::postcode::BN32BB,50.8275082957x-0.167282029571
1010::postcode::BN32BE,None
1010::postcode::NW5 1RE,51.5608588769x-0.148684463025
1010::postcode::BN32DE,50.8276727576x-0.178933538908
1010::postcode::NW5 1TL,None
1010::postcode::JE2 7HA,None
1010::postcode::RG127ZY,None
1010::postcode::BN32FB,50.8256532x-0.1648703
1010::postcode::4800RH,None
1010::postcode::WV12BY,None
1010::postcode::BN32FX,50.8273173195x-0.168865663319
1010::postcode::DH76AB,None
1010::postcode::03730,38.7733485x0.1635442
1010::postcode::NR66JB,52.6723091162x1.29167962018
1010::postcode::WV12DS,52.5793987576x-2.09399076232
1010::postcode::03766,None
1010::postcode::PO64ST,50.8440210731x-1.09279626044
1010::postcode::LE192EP,None
1010::postcode::PO64TH,50.8419586519x-1.10169887525
1010::postcode::BN32LS,50.8246437544x-0.16813253387
1010::postcode::WS108LQ,52.5795592682x-2.0257379533
1010::postcode::10000Zagreb,None
1010::postcode::JE2 7QR,54.617791x-107.384442
1010::postcode::BN32PB,50.8257471642x-0.170247612753
1010::postcode::7000,None
1010::postcode::BN32PF,50.8250526928x-0.171268685518
1010::postcode::7006,None
1010::postcode::DH76JW,54.8196848516x-1.62841281415
1010::postcode::WS108PU,52.5650901126x-2.04157366739
1010::postcode::7010,63.497246x10.4206626
1010::postcode::SW184EU,51.4410873046x-0.188382576425
1010::postcode::DH76LU,54.8141781071x-1.62321943061
1010::postcode::2514JM,None
1010::postcode::YO306WP,53.969308388x-1.10273794043
1010::postcode::EC3R7DD,51.5103225304x-0.0810702945082
1010::postcode::1741DBSchagen,None
1010::postcode::BN32TL,50.8276366347x-0.175470223138
1010::postcode::GU27XH,51.2425724371x-0.587945496632
1010::postcode::SA48 8RJ,None
1010::postcode::later,6.4249313x7.5086188
1010::postcode::KY102LA,56.2134772467x-2.729556315
1010::postcode::SW1P,51.4950102x-0.1338408
1010::postcode::JE2 7YB,None
1010::postcode::L36 7XR,53.4176158x-2.8345692
1010::postcode::HX38EY,53.7261783777x-1.81777346402
1010::postcode::SW184LT,None
1010::postcode::ME13 8LF,None
1010::postcode::TQ124XX,None
1010::postcode::NW5 2JA,51.5543134x-0.1391273
1010::postcode::NN14 4UJ,52.3939673x-0.5326771
1010::postcode::YO307BZ,None
1010::postcode::BN33AD,50.8283935046x-0.164094979976
1010::postcode::GL103PN,None
1010::postcode::SS120EN,None
1010::postcode::BN33AX,50.8281998156x-0.161504001805
1010::postcode::ME13 8UP,51.311485x0.9186708
1010::postcode::BL1 1DY,None
1010::postcode::PA43 7LS,55.7552606x-6.2922871
1010::postcode::Se27 0ej,51.4238424x-0.1050058
1010::postcode::NW5 2SJ,51.5496723x-0.1328405
1010::postcode::BN33DH,50.8287938018x-0.171832500103
1010::postcode::NW5 2TJ,51.5503892x-0.1411769
1010::postcode::GL103SX,51.7505739777x-2.30018426309
1010::postcode::BN33ED,50.8336323729x-0.165536805362
1010::postcode::HX38TL,53.7230742572x-1.78841683745
1010::postcode::BN33ER,50.8325537022x-0.162142406327
1010::postcode::N111HJ,None
1010::postcode::CF32 0EH,51.5476152x-3.615043
1010::postcode::N111JB,51.6175690665x-0.138143855079
1010::postcode::NR67JA,None
1010::postcode::TR84LN,None
1010::postcode::gl76bq,None
1010::postcode::LA4 6PN,54.0683365x-2.8316912
1010::postcode::CB113AF,52.0188329577x0.249742758677
1010::postcode::PE9 2YL,52.6543743x-0.4884629
1010::postcode::1201Geneva,None
1010::postcode::BN33LS,50.8344321816x-0.175247849023
1010::postcode::PR99XE,None
1010::postcode::BD18 3LA,53.8382118x-1.7898739
1010::postcode::ME13 9AF,51.2959283x0.9447406
1010::postcode::W13 8EL,51.5181399x-0.3223697
1010::postcode::7100,None
1010::postcode::PL20 7NL,None
1010::postcode::KY103HD,56.2247849236x-2.70388634117
1010::postcode::7129,None
1010::postcode::NW5 3AQ,None
1010::postcode::TQ125QG,50.4851600267x-3.64401590048
1010::postcode::NW5 3DG,None
1010::postcode::NW5 3HB,51.5477149737x-0.150588239548
1010::postcode::56190,None
1010::postcode::CB113TR,51.990558472x0.213818888267
1010::postcode::62780,None
1010::postcode::pa11sj,55.8460811414x-4.41407605547
1010::postcode::SW185TR,51.4469531244x-0.203750320102
1010::postcode::BA100NT,None
1010::postcode::DN185AA,None
1010::postcode::HX7 8BU,53.7419913296x-2.00904453215
1010::postcode::HX7 8DG,53.7437068x-2.0088477
1010::postcode::BN34GQ,50.8277265949x-0.184696521293
1010::postcode::HP19 8HT,51.8196575x-0.816497
1010::postcode::2516BE,None
1010::postcode::RH106HD,None
1010::postcode::RG18 3HF,None
1010::postcode::B601AA,52.3403724436x-2.05065223329
1010::postcode::DE44HB,53.0847080929x-1.65472602953
1010::postcode::WD49BS,None
1010::postcode::CF83 8DR,None
1010::postcode::BN34QF,50.8307775461x-0.20518324526
1010::postcode::B601AY,None
1010::postcode::RH106NU,51.1079543886x-0.169067957189
1010::postcode::BH7 6HG,50.7289718x-1.836813
1010::postcode::7220,None
1010::postcode::NW5 4BA,51.5498766x-0.1485683
1010::postcode::BD18 4QZ,53.8291732x-1.7969839
1010::postcode::SL41JH,51.4778473015x-0.610601823037
1010::postcode::PE9 4BE,52.6765191x-0.4949169
1010::postcode::CT79BL,None
1010::postcode::56230,None
1010::postcode::WD49HG,None
1010::postcode::WD49HN,51.7166680547x-0.460866179131
1010::postcode::PE9 4DJ,None
"1010::postcode::IP3""QX",None
1010::postcode::56270,None
1010::postcode::Sp3 6PS,51.0663535x-2.0804243
1010::postcode::2780-063,None
1010::postcode::N15 6EB,51.5800647x-0.0660824
1010::postcode::EH394HE,None
1010::postcode::N15 6HD,51.5756528x-0.0838333
1010::postcode::5017JGTilburg,None
1010::postcode::B3J3J8,None
1010::postcode::B347ER,52.5005585733x-1.77345277251
1010::postcode::BN35AA,50.8353818515x-0.181928370143
1010::postcode::BN35AB,None
1010::postcode::BN35AG,50.8352619144x-0.178851199229
1010::postcode::BN35DQ,None
1010::postcode::BT274RL,54.5117467562x-6.03499398631
1010::postcode::PL177DR,50.5027253253x-4.31580621517
1010::postcode::PR21YA,53.766439456x-2.77372089655
1010::postcode::N113HD,None
1010::postcode::DT4 0lQ,None
1010::postcode::AL4 0HB,51.7527155x-0.2664468
1010::postcode::BN35FD,50.8357051971x-0.181901603291
1010::postcode::BN35FS,50.8345109385x-0.188381403526
1010::postcode::DN67SF,None
1010::postcode::DE45BH,53.0811895141x-1.47832880807
1010::postcode::IV1,None
1010::postcode::2517ES,None
1010::postcode::CH23HX,None
1010::postcode::YO11 1LS,54.2806826897x-0.406466913893
1010::postcode::Dublin 1,53.331647x-6.3148445
1010::postcode::Dublin 2,53.3381659x-6.3365154
1010::postcode::Dublin 3,53.3683309x-6.1888678
1010::postcode::Dublin 6,53.3214636x-6.2952404
1010::postcode::Dublin 7,53.3209912x-6.2497863
1010::postcode::Dublin 9,53.3866781x-6.235518
1010::postcode::LL588RN,53.2934790138x-4.07009320733
1010::postcode::KT16 0AJ,51.3816169x-0.5428464
1010::postcode::D-80469,None
1010::postcode::BN35QT,50.8336297628x-0.189551639154
1010::postcode::NE110BH,54.9290776958x-1.62590782984
1010::postcode::BN35RJ,50.8325826583x-0.188143634793
1010::postcode::SL42HP,None
1010::postcode::2517JW,None
1010::postcode::2517KJ,None
1010::postcode::RH107RA,None
1010::postcode::CódigoPostal,None
1010::postcode::DE45LZ,53.1509831185x-1.52848759774
1010::postcode::56330,None
1010::postcode::EH395BW,56.0269844x-2.7842778
1010::postcode::1501-806Lisboa,None
1010::postcode::62906,None
1010::postcode::WC1R5LN,51.5213051559x-0.113387606644
1010::postcode::SN183,None
1010::postcode::56360,None
1010::postcode::SA31 1LU,51.8588444x-4.3000404
1010::postcode::CA139HH,54.6693271959x-3.35436903707
1010::postcode::2780-163,None
1010::postcode::SE23 2PS,51.4402558x-0.0470432
1010::postcode::EH127AR,55.9414520984x-3.2724770395
1010::postcode::K2B7N7,None
1010::postcode::09bp3811abj09,None
1010::postcode::RH107XW,None
1010::postcode::YO244BL,53.9557699742x-1.10001112087
1010::postcode::6247at,None
1010::postcode::PL34BD,None
1010::postcode::SE23 2SG,51.4384206x-0.0367761
1010::postcode::YO244DD,53.952346225x-1.09770764115
1010::postcode::PR22PT,None
1010::postcode::NE110NE,54.9392090682x-1.62422175929
1010::postcode::RH9 8JF,51.2046695x-0.0540617
1010::postcode::NE33 2RL,54.9951905x-1.4276767
1010::postcode::e8 3dl,51.546962x-0.0747556
1010::postcode::CF434SX,51.66680232x-3.46089715834
1010::postcode::Dublin24,None
1010::postcode::SanIsidrodelGeneral,None
1010::postcode::MK170HJ,52.0196666x-0.9065789
1010::postcode::BN36DG,50.8505312702x-0.172431877287
1010::postcode::BN36EG,50.834072555x-0.151261078473
1010::postcode::tn9 1rh,51.191219x0.2807675
1010::postcode::BN36FJ,None
1010::postcode::DY11 7RA,None
1010::postcode::EX32 7DJ,None
1010::postcode::YO244QB,None
1010::postcode::CA139YD,54.6700840064x-3.24532092459
1010::postcode::E17 4JF,51.5912369x-0.013534
1010::postcode::WF1 2PF,53.7089513x-1.5132461
1010::postcode::PL34PE,50.3886924731x-4.13591859931
1010::postcode::PO32 6QY,None
1010::postcode::LE12 7RS,None
1010::postcode::L350LB,53.4164044213x-2.76464222582
1010::postcode::SL43BG,None
1010::postcode::SW10OJP,None
1010::postcode::2518ED,None
1010::postcode::PR23AE,None
1010::postcode::EC2V5BR,None
1010::postcode::W140DA,51.5021414261x-0.219764561328
1010::postcode::se20 7ex,51.4148028x-0.0527734
1010::postcode::W140EH,51.5026885913x-0.218489693123
1010::postcode::CF101DG,51.4799596312x-3.18229807375
1010::postcode::NE16 5AY,None
1010::postcode::CB23 4JD,52.2559624x-0.0772107
1010::postcode::BN36TB,50.8428831224x-0.163029167606
1010::postcode::23000,None
1010::postcode::TN388HH,50.8582364132x0.534044955895
1010::postcode::st17 opr,52.783639x-2.0738375
1010::postcode::CV34 4SX,52.2918742x-1.6014803
1010::postcode::BN37BD,50.8387185371x-0.176174296286
1010::postcode::610-0332,None
1010::postcode::OL59AH,53.5151852989x-2.04007569213
1010::postcode::EX32 8AW,None
1010::postcode::BN37ET,None
1010::postcode::EH128NH,55.9464643131x-3.30782162465
1010::postcode::E17 5HT,None
1010::postcode::SR32NQ,54.8615791207x-1.41762038293
1010::postcode::WF1 3QA,53.6891133x-1.5042226
1010::postcode::e50rz,51.5572910791x-0.0478470161975
1010::postcode::m20 5qb,53.4025904x-2.2277369
1010::postcode::EC2V6BT,51.5145146974x-0.0949607546705
1010::postcode::So24 0LQ,51.0333742x-1.1064471
1010::postcode::EH49 6QT,55.9753333x-3.574492
1010::postcode::RH109PD,51.1361658444x-0.166794392576
1010::postcode::SS12 0EN,51.6134727x0.5070953
1010::postcode::7540,None
1010::postcode::BH177AG,None
1010::postcode::RH109QP,51.129230319x-0.185119870134
1010::postcode::CH45 9LT,53.4355998x-3.0471074
1010::postcode::NE380LN,54.8963086913x-1.54539712083
1010::postcode::7560,None
1010::postcode::M139PL,53.4679276017x-2.23322372794
1010::postcode::TN389JU,50.8758918519x0.548507741985
1010::postcode::LE96YX,None
1010::postcode::23139,None
"1010::postcode::PA""( 6TE",41.2033216x-77.1945247
1010::postcode::9781AK,None
1010::postcode::SP116LT,51.2178893781x-1.46295420161
1010::postcode::M6 6AJ,None
1010::postcode::TN389NW,50.8815731481x0.541225686984
1010::postcode::-,None
1010::postcode::WF160EU,53.7063442511x-1.67459665826
1010::postcode::.,None
1010::postcode::0,None
1010::postcode::1,None
1010::postcode::2,None
1010::postcode::5,22.335219x114.150249
1010::postcode::7,None
1010::postcode::45800StjeandeBraye,None
1010::postcode::B604NG,52.3149575x-2.0806803
1010::postcode::v,None
1010::postcode::x,None
1010::postcode::3430BH,None
1010::postcode::WF41AB,53.6503010736x-1.38718676353
1010::postcode::RG2 0BS,51.4327715x-0.9719292
1010::postcode::PO188SP,50.8407829743x-0.883199229579
1010::postcode::SY208DG,52.5898548843x-3.85302050517
1010::postcode::PO188TH,50.8407368726x-0.875587653335
1010::postcode::S411LP,None
1010::postcode::82000,None
1010::postcode::M13,30.7903726x-89.5044222
1010::postcode::68272WITTENHEIMCEDEX,None
1010::postcode::6360-050,None
1010::postcode::75008PARIS,None
1010::postcode::CF371DL,51.5887382386x-3.32577507474
1010::postcode::RG2 0QX,None
1010::postcode::LN12 1QH,53.3561397x0.2499298
1010::postcode::BN38PE,50.8510765298x-0.19184545691
1010::postcode::SámaradeNicoya,None
1010::postcode::CF103AL,51.483641527x-3.17651742775
1010::postcode::TF33BA,52.675114005x-2.42032338282
1010::postcode::NW95EQ,51.594757088x-0.254102341205
1010::postcode::OX37LA,51.7536539702x-1.2139120789
1010::postcode::CF103DB,51.4851515583x-3.17478483499
1010::postcode::EC2V7HY,51.5166108677x-0.0922500920495
1010::postcode::7656,None
1010::postcode::cm1 1sy,None
1010::postcode::CV34 6LA,52.2711609x-1.6016073
1010::postcode::KT8 2HX,None
1010::postcode::5529AW,None
1010::postcode::8471XM,None
1010::postcode::CV34 6PZ,52.2724872x-1.6111361
1010::postcode::NW95PE,None
1010::postcode::5463HV,None
1010::postcode::EC2V7QP,None
1010::postcode::CF103NP,None
1010::postcode::CF103NQ,51.4887859394x-3.18267045603
1010::postcode::DD108HU,56.7093792215x-2.46409309167
1010::postcode::CF103QN,51.4884157487x-3.17746132327
1010::postcode::Amman11118,None
1010::postcode::G312HF,55.8645414028x-4.22637290531
1010::postcode::NN73DG,None
1010::postcode::M6 7HB,53.4997415x-2.3030754
1010::postcode::ST102NE,53.0464997477x-1.94985482813
